startup_name;date_incorporated
Whalar GmbH;2019-10-08
AI-Solutions GmbH;2019-10-07
BCI Business Community International GmbH;2019-10-07
Bearlocal GmbH;2019-10-07
Intellicare UG (haftungsbeschränkt);2019-10-07
Quadraton GmbH;2019-10-07
SUNDAY GmbH;2019-10-07
Zerna.io GmbH;2019-10-07
Momentised UG (haftungsbeschränkt);2019-10-05
Pet Quintett GmbH;2019-10-05
PharmCann Deutschland AG;2019-10-05
steadybit GmbH;2019-10-04
verpackmeinnicht UG (haftungsbeschränkt);2019-10-04
Dibooq GmbH;2019-10-03
DocEstate GmbH;2019-10-03
Firma Netzflex UG (haftungsbeschränkt);2019-10-03
NeoTwin GmbH;2019-10-03
Printcil UG (haftungsbeschränkt);2019-10-03
eGeia GmbH;2019-10-02
Impulse Al UG (haftungsbeschränkt);2019-10-02
Knowunity GmbH;2019-10-02
KT Karlsruhe Technologies GmbH;2019-10-02
Paragamix GmbH;2019-10-02
SichtbAR UG (haftungsbeschränkt);2019-10-02
BREWEIL GmbH;2019-10-01
Ca Go Bike GmbH;2019-10-01
CannaTrust GmbH;2019-10-01
FlyingBambu UG (haftungsbeschränkt);2019-10-01
Innovation 4 Carbon Positive Products UG (haftungsbeschränkt);2019-10-01
layline.io GmbH;2019-10-01
Marco Parco GmbH;2019-10-01
Nanoscale Glasstec GmbH;2019-10-01
nimbli UG (haftungsbeschränkt);2019-10-01
Ritablock GmbH;2019-10-01
somskat UG (haftungsbeschränkt);2019-10-01
traplinked GmbH;2019-10-01
Yarnlab Germany GmbH;2019-10-01
Zazmo GmbH;2019-10-01
Carbon Minds GmbH;2019-09-30
Famedly GmbH;2019-09-30
onemate GmbH;2019-09-30
preora UG (haftungsbeschränkt);2019-09-30
RG Finance GmbH;2019-09-30
smashleads UG (haftungebeschränkt);2019-09-30
TerraTechHolding UG (haftungsbeschränkt);2019-09-30
trolleymaker GmbH;2019-09-30
visitronic GmbH;2019-09-30
Bergtuch GmbH;2019-09-28
Metis-System UG (haftungsbeschränkt);2019-09-28
So.L.I.D. Technologies UG (haftungsbeschränkt);2019-09-28
AC Brands GmbH;2019-09-27
Alife Foods GmbH;2019-09-27
B310 Digital GmbH;2019-09-27
Betterdo GmbH;2019-09-27
Bolt Mobility Germany GmbH;2019-09-27
bost& UG (haftungsbeschränkt);2019-09-27
codressing UG (haftungsbeschränkt);2019-09-27
Culcha GmbH;2019-09-27
Eyecheck Europe GmbH;2019-09-27
felmo GmbH;2019-09-27
FleXChange-Medical GmbH;2019-09-27
Flinkback UG (haftungsbeschränkt);2019-09-27
Heise Haus GmbH;2019-09-27
OnDrop GmbH;2019-09-27
QuizCo GmbH;2019-09-27
SNE Solutions GmbH;2019-09-27
Sundown Games GmbH;2019-09-27
youlo GmbH;2019-09-27
Blipstream GmbH;2019-09-26
CALI UG (haftungsbeschränkt);2019-09-26
&Charge GmbH;2019-09-26
DinoShare UG (haftungsbeschränkt);2019-09-26
Finealyze GmbH;2019-09-26
Leasing for Good UG (haftungsbeschränkt);2019-09-26
Lerne Smart UG (haftungsbeschränkt);2019-09-26
Frequture UG (haftungsbeschränkt);2019-09-25
MD Insights UG (haftungsbeschränkt);2019-09-25
MyHealth Forschung & Entwicklung GmbH;2019-09-25
Omcode UG (haftungsbeschränkt);2019-09-25
Sensorix GmbH;2019-09-25
tellWinston GmbH;2019-09-25
Vantis GmbH;2019-09-25
Ventr Solutions GmbH;2019-09-25
ZWingPoint UG (haftungsbeschränkt);2019-09-25
Domi Labs UG (haftungsbeschränkt);2019-09-24
eazi UG (haftungsbeschränkt);2019-09-24
EDIT GmbH;2019-09-24
ePilot Mobility GmbH;2019-09-24
ETA PLUS GmbH;2019-09-24
Formicore GmbH;2019-09-24
Galactify GmbH;2019-09-24
GREEN SONS GmbH;2019-09-24
Healthix GmbH;2019-09-24
Mister Cannabis GmbH;2019-09-24
myprep GmbH;2019-09-24
noordsk.studio GmbH;2019-09-24
Peers Solutions GmbH;2019-09-24
planaplana GmbH;2019-09-24
Pleo Technologies GmbH;2019-09-24
Skingood Garden UG (haftungsbeschränkt);2019-09-24
upBUS UG (haftungsbeschränkt);2019-09-24
ZweiAcht GmbH;2019-09-24
addp.io Software Solutions Verwaltungs-UG (haftungsbeschränkt);2019-09-23
Fritzi PFA UG (haftungsbeschränkt);2019-09-23
hagedoo GmbH;2019-09-23
ImReg Biologics GmbH;2019-09-23
Legalflow Inkasso UG (haftungsbeschränkt);2019-09-23
Louie Louie GmbH;2019-09-23
myTalents Community GmbH;2019-09-23
Potential Pro GmbH;2019-09-23
ITORA GmbH;2019-09-22
emgenics GmbH;2019-09-20
FlatNow UG (haftungsbeschränkt);2019-09-20
fleshy UG (haftungsbeschränkt);2019-09-20
Inventive Monkeys UG (haftungsbeschränkt);2019-09-20
Law & Innovation Sandbox UG (haftungsbeschränkt);2019-09-20
Meteoric Technologies GmbH;2019-09-20
nanomeas UG (haftungsbeschränkt);2019-09-20
Project Gaia UG (haftungsbeschränkt);2019-09-20
TechMiners GmbH;2019-09-20
Tulpa Asset Management GmbH;2019-09-20
ZENSPOTTING GmbH;2019-09-20
AR-Experts GmbH;2019-09-19
baetter GmbH;2019-09-19
Calyxa GmbH;2019-09-19
CATLABS GmbH;2019-09-19
EquilTec GmbH;2019-09-19
First Alpha Values Holding GmbH;2019-09-19
goodeasy UG (haftungsbeschränkt);2019-09-19
KPI Software GmbH;2019-09-19
Liberty Blockchain Technologies UG (haftungsbeschränkt);2019-09-19
Lineupexplorers GmbH;2019-09-19
Motyfes UG (haftungsbeschränkt);2019-09-19
MYTY Group Germany GmbH;2019-09-19
Voice of Jobs GmbH;2019-09-19
ABRIO GmbH;2019-09-18
Bartasoft UG (haftungsbeschränkt);2019-09-18
Bemios GmbH;2019-09-18
Digi Juke Musikentertainment GmbH;2019-09-18
Fitono GmbH;2019-09-18
HTM Hydro Technology Motors GmbH;2019-09-18
MÄKENIQ UG (haftungsbeschränkt);2019-09-18
Reesca AG;2019-09-18
SAYM Mobility GmbH;2019-09-18
SmartShot GmbH;2019-09-18
AgroBalance GmbH;2019-09-17
BB Bottlebörse UG (haftungsbeschränkt);2019-09-17
Codefy GmbH;2019-09-17
Consetto Germany GmbH;2019-09-17
GAIN.PRO GmbH;2019-09-17
getsome.ai UG (haftungsbeschränkt);2019-09-17
GIFTD GmbH;2019-09-17
GlassDollar UG (haftungsbeschränkt);2019-09-17
Keep Cool Icetrade München GmbH;2019-09-17
MindBeats UG (haftungsbeschränkt);2019-09-17
myenergi GmbH;2019-09-17
select.ac UG (haftungsbeschränkt);2019-09-17
Sirana Pharma GmbH;2019-09-17
Statistance GmbH;2019-09-17
Stuttgart Distillers GmbH;2019-09-17
sync2brain GmbH;2019-09-17
T3 Touristik Think Tank GmbH;2019-09-17
Tenderpilot GmbH;2019-09-17
BRICK4U GmbH;2019-09-16
Develocity GmbH;2019-09-16
Hazard Solutions UG (haftungsbeschränkt);2019-09-16
OnlineDoctor 24 GmbH;2019-09-16
Smartrezept GmbH;2019-09-16
The Breakfast Company 2019 UG (haftungsbeschränkt);2019-09-16
Tutoolio GmbH;2019-09-16
Wires&Bytes GmbH;2019-09-16
Convaise UG (haftungsbeschränkt);2019-09-14
Flowra UG (haftungsbeschränkt);2019-09-14
DataMedis GmbH;2019-09-13
FABRICKS GmbH;2019-09-13
FindMe! FM GmbH;2019-09-13
Fundis Reitsport GmbH;2019-09-13
ibiomics UG (haftungsbeschränkt);2019-09-13
Massive Photonics GmbH;2019-09-13
MyChild GmbH;2019-09-13
NRGsurf Mobility UG (haftungsbeschränkt);2019-09-13
Werbemeister UG (haftungsbeschränkt);2019-09-13
ai42 UG (haftungsbeschränkt);2019-09-12
AP Abend Payments UG (haftungsbeschränkt);2019-09-12
carefuel UG (haftungsbeschränkt);2019-09-12
Craftsforce UG (haftungsbeschränkt);2019-09-12
LIQUID GRAPE GmbH;2019-09-12
Marshmallow Fort GmbH;2019-09-12
SPREAD GmbH;2019-09-12
St8ment UG (haftungsbeschränkt);2019-09-12
Striazin Sports GmbH;2019-09-12
Thinking - Additive Technology GmbH;2019-09-12
TIE Fighter GmbH;2019-09-12
TR8CY GmbH;2019-09-12
UNDONE GmbH;2019-09-12
conduco labs UG (haftungsbeschränkt);2019-09-11
EP Food GmbH;2019-09-11
esc - energy smart control GmbH;2019-09-11
fabata GmbH;2019-09-11
Lupiter GmbH;2019-09-11
MyPraxis GmbH;2019-09-11
nebumind GmbH;2019-09-11
PTL Mercury Solutions GmbH;2019-09-11
SunCrafter GmbH;2019-09-11
Tiny Super Lab GmbH;2019-09-11
A-Z Bildungszeit GmbH;2019-09-10
Das mach ich nachts GmbH;2019-09-10
Exanion UG (haftungsbeschränkt);2019-09-10
fraudpath.io UG (haftungsbeschränkt);2019-09-10
Heureka Prints GmbH;2019-09-10
mscale.io GmbH;2019-09-10
Radera GmbH;2019-09-10
Rinus Sports UG (haftungsbeschränkt);2019-09-10
sisu health GmbH;2019-09-10
FAAS Solutions GmbH;2019-09-09
FFLabs UG (haftungsbeschränkt);2019-09-09
Footprint Technologies GmbH;2019-09-09
grassways GmbH;2019-09-09
GreenBill GmbH;2019-09-09
JonnyGit GmbH;2019-09-09
MyHealthyMobility UG (haftungsbeschränkt);2019-09-09
SolaVieve Technologies GmbH;2019-09-09
SpeakyText UG (haftungsbeschränkt);2019-09-09
Twillion UG (haftungsbeschränkt);2019-09-09
voteone.com GmbH;2019-09-09
ELIMA Cologne UG (haftungsbeschränkt);2019-09-06
fight24.tv GmbH;2019-09-06
microsynetics GmbH;2019-09-06
Nomitri GmbH;2019-09-06
VOCANTO GmbH;2019-09-06
Vypno GmbH;2019-09-06
6PM GmbH;2019-09-05
Entorganics GmbH;2019-09-05
fivefingergames GmbH;2019-09-05
Gixel GmbH;2019-09-05
GrOwnValve GmbH;2019-09-05
MagnoTherm Solutions GmbH;2019-09-05
Ocelot AI GmbH;2019-09-05
Oviavo GmbH;2019-09-05
SERVOneering GmbH;2019-09-05
valUse Energy GmbH;2019-09-05
COBOWORX GmbH;2019-09-04
CYBERCRYPT Germany GmbH;2019-09-04
DeepUp GmbH;2019-09-04
Dispatchy GmbH;2019-09-04
eCommeleon GmbH;2019-09-04
Einfach zum Angebot GmbH;2019-09-04
fizzibl GmbH;2019-09-04
GreeNative UG (haftungsbeschränkt);2019-09-04
Instant Fresh GmbH;2019-09-04
nutree GmbH;2019-09-04
pläin GmbH;2019-09-04
plyve UG (haftungsbeschränkt);2019-09-04
Recada GmbH;2019-09-04
Cloud Mates GmbH;2019-09-03
Kenbi GmbH;2019-09-03
MCSS AG;2019-09-03
Melloon GmbH;2019-09-03
Pickar UG (haftungsbeschränkt);2019-09-03
respeggt GmbH;2019-09-03
Virtomize GmbH;2019-09-03
BA Blockchain Akademie UG (haftungsbeschränkt);2019-09-02
BlueLotus.AI GmbH;2019-09-02
Eco Mobility GmbH;2019-09-02
Fairsenden GmbH;2019-09-02
Hörwerkstatt GmbH;2019-09-02
Installion GmbH;2019-09-02
Instruments of Things GmbH;2019-09-02
SunSnow UG (haftungsbeschränkt);2019-09-02
whatakant UG (haftungsbeschränkt);2019-09-02
Actionbound GmbH;2019-08-31
Arcus Applied Artificial Intelligence GmbH;2019-08-31
Custom Surgical GmbH;2019-08-30
FEELBACK UG (haftungsbeschränkt);2019-08-30
ingenium digital diagnostics GmbH;2019-08-30
Isardigital GmbH;2019-08-30
qbound GmbH;2019-08-30
Routago GmbH;2019-08-30
VIZUU GmbH;2019-08-30
waydear GmbH;2019-08-30
GetSteps GmbH;2019-08-29
LinguaThor UG (haftungsbeschränkt);2019-08-29
Merger Mind UG (haftungsbeschränkt);2019-08-29
My Good Beauty GmbH;2019-08-29
propport data GmbH;2019-08-29
RoInt GmbH;2019-08-29
Snoozi GmbH;2019-08-29
Sponeo GmbH;2019-08-29
Watergenics UG (haftungsbeschränkt);2019-08-29
cellvie UG (haftungsbeschränkt);2019-08-28
Gentlemen Socks Club GmbH;2019-08-28
Picture Framing GmbH;2019-08-28
Urbi DE GmbH;2019-08-28
White Label Advisory GmbH;2019-08-28
XMATE Technologies UG (haftungsbeschränkt);2019-08-28
auvisus GmbH;2019-08-27
Carepath Technologies GmbH;2019-08-27
Health-Innova GmbH;2019-08-27
Jolign GmbH;2019-08-27
Linkster GmbH;2019-08-27
Melio.Care GmbH;2019-08-27
NITHO GmbH;2019-08-27
Pekuna GmbH;2019-08-27
Readymag UG (haftungsbeschränkt);2019-08-27
Sensiotivity UG (haftungsbeschränkt);2019-08-27
BlockRocket GmbH;2019-08-26
Casehero GmbH;2019-08-26
Climate Labs GmbH;2019-08-26
CloudIntegrate UG (haftungsbeschränkt);2019-08-26
CNCTeile24 GmbH;2019-08-26
DigiOptions GmbH;2019-08-26
mustard.games UG (haftungsbeschränkt);2019-08-26
QUARKWERK GmbH;2019-08-26
semasquare GmbH;2019-08-26
smeeo GmbH;2019-08-26
Algedonic Loop GmbH;2019-08-24
Ventury Analytics GmbH;2019-08-24
Betterfront Technologies GmbH;2019-08-23
edith.care GmbH;2019-08-23
installationnow GmbH;2019-08-23
Klar2O GmbH;2019-08-23
LETO Global GmbH;2019-08-23
Livella GmbH;2019-08-23
med2407 München GmbH & Co. KG;2019-08-23
Novacode GmbH;2019-08-23
sensatorq UG (haftungsbeschränkt);2019-08-23
tangleMesh UG (haftungsbeschränkt);2019-08-23
tretty GmbH;2019-08-23
Avanetix UG (haftungsbeschränkt);2019-08-22
BAT-Solutions GmbH;2019-08-22
GamY GmbH;2019-08-22
Neptun Direkt UG (haftungsbeschränkt);2019-08-22
POLARIS Raumflugzeuge GmbH;2019-08-22
Vida Cleanfoods GmbH;2019-08-22
Canny Innovation UG (haftungsbeschränkt);2019-08-21
DEKORIE GmbH;2019-08-21
Dents-4-Friends GmbH;2019-08-21
DevSourcing UG (haftungsbeschränkt);2019-08-21
DIGITAL renewables GmbH;2019-08-21
greenzero.me GmbH;2019-08-21
happyCricket GmbH;2019-08-21
HOREICH UG (haftungsbeschränkt);2019-08-21
Macenta Beans UG (haftungsbeschränkt);2019-08-21
Mobelo UG (haftungsbeschränkt);2019-08-21
PCT digital GmbH;2019-08-21
Prodisfy UG (haftungsbeschränkt);2019-08-21
Saving Grains 301 GmbH;2019-08-21
sciendis GmbH;2019-08-21
ToolKitX GmbH;2019-08-21
Überfein UG (haftungsbeschränkt);2019-08-21
AUCTEQ Biosystems GmbH;2019-08-20
Confrix GmbH;2019-08-20
Florafilt Luftreiniger GmbH;2019-08-20
GALLERYAPPS.IO GmbH & Co. KG;2019-08-20
hellmetrics GmbH;2019-08-20
Hemp Group Int. GmbH;2019-08-20
Isarsoft GmbH;2019-08-20
Lieferhase GmbH;2019-08-20
LieferMax GmbH;2019-08-20
mesh. GmbH;2019-08-20
rasbit UG (haftungsbeschränkt);2019-08-20
relearnlabs GmbH;2019-08-20
3byChance GmbH;2019-08-19
ampere.cloud GmbH;2019-08-19
Analytrics GmbH;2019-08-19
Coinhaven GmbH;2019-08-19
Dignety UG (haftungsbeschränkt);2019-08-19
E-Lerncampus GmbH;2019-08-19
Findigi GmbH;2019-08-19
Goldener Wok GmbH;2019-08-19
Led by Light GmbH;2019-08-19
Mellon Services GmbH;2019-08-19
mysleepmask GmbH;2019-08-19
Paarzeit GmbH;2019-08-19
PRUEFSTER Onlineprüfung GmbH;2019-08-19
PSS - Pharma Service Systeme GmbH;2019-08-19
Soummé GmbH;2019-08-19
STONEnovation GmbH;2019-08-19
Zaubar UG (haftungsbeschränkt);2019-08-19
EvoBay GmbH;2019-08-17
kiteKRAFT GmbH;2019-08-17
Manupgrader UG (haftungsbeschränkt);2019-08-17
MSAID GmbH;2019-08-17
ZiVo Engineering GmbH;2019-08-17
1-2-Better GmbH;2019-08-16
aurivus GmbH;2019-08-16
KRENU UG (haftungsbeschränkt);2019-08-16
Pflegenio GmbH;2019-08-16
Project Crowd Germany GmbH;2019-08-16
Resilience Digital Solutions GmbH;2019-08-16
Spendesk GmbH;2019-08-16
Woodstox GmbH;2019-08-16
augmentify UG (haftungsbeschränkt);2019-08-15
cloud4pets GmbH;2019-08-15
Dipay System UG (haftungsbeschränkt);2019-08-15
HeavytraderZ GmbH;2019-08-15
herzdigital UG (haftungsbeschränkt);2019-08-15
HEYDAY AG;2019-08-15
Orbit IIoT Systems GmbH;2019-08-15
Smart City Technologies SE;2019-08-15
Threedium GmbH;2019-08-15
BakeNight GmbH;2019-08-14
BB MOBILITY GmbH;2019-08-14
Cloudelligence GmbH;2019-08-14
EaaS GmbH;2019-08-14
Hymedall UG (haftungsbeschränkt);2019-08-14
Industry List GmbH;2019-08-14
Influencer Tech UG (haftungsbeschränkt);2019-08-14
Loulouby GmbH;2019-08-14
Nufin GmbH;2019-08-14
Provios GmbH;2019-08-14
PTX Healthcare Solutions GmbH;2019-08-14
Q.big 3D GmbH;2019-08-14
SCARAB Business Intelligence GmbH;2019-08-14
The a-net GmbH;2019-08-14
X-Risk GmbH;2019-08-14
apprevent GmbH;2019-08-13
Better by Less GmbH;2019-08-13
CDF Technologies GmbH;2019-08-13
CDS GmbH;2019-08-13
Cereal Club GmbH;2019-08-13
deepIng business solutions GmbH;2019-08-13
docWays GmbH;2019-08-13
Kademy UG (haftungsbeschränkt);2019-08-13
LitigationCoin GmbH;2019-08-13
MyFitCoach GmbH;2019-08-13
Packccess GmbH;2019-08-13
Prosoom GmbH;2019-08-13
stone-H UG (haftungsbeschränkt);2019-08-13
Vika Jewels GmbH;2019-08-13
everstox GmbH;2019-08-12
GLOBEGURU GmbH;2019-08-12
Youniqart GmbH;2019-08-12
EyeEm Group GmbH;2019-08-09
Motion Visioneering UG (haftungsbeschränkt);2019-08-09
P-ton UG (haftungsbeschränkt);2019-08-09
TrustCerts GmbH;2019-08-09
elexon GmbH;2019-08-08
EQmania UG (haftungsbeschränkt);2019-08-08
Hanse Labs AG;2019-08-08
Monster Computer Technology GmbH;2019-08-08
Moyyn UG (haftungsbeschränkt);2019-08-08
ParkDepot GmbH;2019-08-08
Cefics GmbH;2019-08-07
deepinsights UG (haftungsbeschränkt);2019-08-07
KuMeMa GmbH;2019-08-07
Lesan AI UG (haftungsbeschränkt);2019-08-07
Lockenbox UG (haftungsbeschränkt);2019-08-07
LOOX3D dental solutions GmbH;2019-08-07
myCompanee GmbH;2019-08-07
Race Scout GmbH;2019-08-07
Things Alive Robotics GmbH;2019-08-07
Vivid Money GmbH;2019-08-07
Blockdata GmbH;2019-08-06
Cleya Organics GmbH;2019-08-06
Contract Park GmbH;2019-08-06
DecipherHealth UG (haftungsbeschränkt);2019-08-06
el origen food GmbH;2019-08-06
Galilel UG (haftungsbeschränkt);2019-08-06
Ganomics UG (haftungsbeschränkt);2019-08-06
HANDWERKinnovativ KVT GmbH;2019-08-06
myfoodi UG (haftungsbeschränkt);2019-08-06
OWO Technology GmbH;2019-08-06
Pub.Direct GmbH;2019-08-06
SkyFive AG;2019-08-06
Wahtari GmbH;2019-08-06
7GB App GmbH;2019-08-05
Arendar IT-Security GmbH;2019-08-05
bad.de vertriebs GmbH;2019-08-05
CC Customs Companion UG (haftungsbeschränkt);2019-08-05
Exclamo UG (haftungsbeschränkt);2019-08-05
Innential UG (haftungsbeschränkt);2019-08-05
Kaitos GmbH;2019-08-05
Kitchn Venture GmbH;2019-08-05
Toogles.AI UG (haftungsbeschränkt) & Co. KG;2019-08-05
TuCasa GmbH;2019-08-05
Ben Willes Games GmbH;2019-08-02
BRAINxPLAY UG (haftungsbeschränkt);2019-08-02
Hopkins GmbH;2019-08-02
MAI Marketing Automation Intelligence GmbH;2019-08-02
myschoolcare GmbH;2019-08-02
nTopology GmbH;2019-08-02
Pepela Innovation UG (haftungsbeschränkt);2019-08-02
Planstack GmbH;2019-08-02
Smartcontraxx GmbH;2019-08-02
STYRA Technologies UG (haftungsbeschränkt);2019-08-02
VisualOrbit GmbH;2019-08-02
Archery Analytics GmbH;2019-08-01
ER Earth Ratings UG (haftungsbeschränkt);2019-08-01
LucyBalu GmbH;2019-08-01
Melk-FEE GmbH;2019-08-01
MiProbes Biotechnologies UG (haftungsbeschränkt);2019-08-01
mov.ae GmbH;2019-08-01
Papaya City GmbH;2019-08-01
Prospr TechLabs GmbH;2019-08-01
Quality Match GmbH;2019-08-01
TensorParc GmbH;2019-08-01
Triple 8 Berlin UG (haftungsbeschränkt);2019-08-01
WHAT A LOCATION.io GmbH;2019-08-01
amofor GmbH;2019-07-31
Healex GmbH;2019-07-31
Heimkapital GmbH;2019-07-31
Impact Hub Leipzig GmbH;2019-07-31
jeplore GmbH;2019-07-31
kladde, the creators GmbH;2019-07-31
Matchday GmbH;2019-07-31
p.a.d. electronic systems GmbH;2019-07-31
Remissio UG (haftungsbeschränkt);2019-07-31
Smart Healthcare Solutions GmbH;2019-07-31
Sportscurator UG (haftungsbeschränkt);2019-07-31
Aquand GmbH;2019-07-30
BLVRD GmbH;2019-07-30
COLD & BLAC UG (haftungsbeschränkt);2019-07-30
Fuelcast UG (haftungsbeschränkt);2019-07-30
Granny Vision GmbH;2019-07-30
LKInvest UG (haftungsbeschränkt);2019-07-30
METAREC GmbH;2019-07-30
mmmh Validator UG (haftungsbeschränkt);2019-07-30
Petsity UG (haftungsbeschränkt);2019-07-30
PORTA MEDIKA AG;2019-07-30
TEABALLS GmbH;2019-07-30
Tiliter GmbH;2019-07-30
BO'S fizz UG (haftungsbeschränkt);2019-07-29
Cauliflower GmbH & Co. KG;2019-07-29
keY. Steering Solutions GmbH;2019-07-29
KOMBUCHERY GmbH;2019-07-29
Pariot Smart Home GmbH;2019-07-29
Sinpex GmbH;2019-07-29
storylike GmbH;2019-07-29
ttt3000 UG (haftungsbeschränkt);2019-07-29
valtics GmbH;2019-07-29
WTS Wind-Tuning-Systems GmbH;2019-07-29
aiXbrain GmbH;2019-07-26
alorio GmbH;2019-07-26
Castalytics GmbH;2019-07-26
CROOWS GmbH;2019-07-26
Emaliat GmbH;2019-07-26
EVENMORE GmbH;2019-07-26
FH Venture CIII GmbH;2019-07-26
Hyperion Hybrid Imaging Systems GmbH;2019-07-26
nuggit GmbH;2019-07-26
Tibber Deutschland GmbH;2019-07-26
Ababax Health GmbH;2019-07-25
AdConnector GmbH;2019-07-25
Arqore GmbH;2019-07-25
Atlas Aero GmbH;2019-07-25
BAGSOLATE GmbH;2019-07-25
Blütenwerk GmbH;2019-07-25
deepXtech UG (haftungsbeschränkt);2019-07-25
FH Venture AI GmbH;2019-07-25
Freelance Junior GmbH;2019-07-25
Health4Future GmbH;2019-07-25
Impower GmbH;2019-07-25
mara cuja UG (haftungsbeschränkt);2019-07-25
pado-community GmbH;2019-07-25
RealCycle GmbH;2019-07-25
Uncap GmbH;2019-07-25
Advanced Sponsorship Insights GmbH;2019-07-24
Circunomics GmbH;2019-07-24
Examico GmbH;2019-07-24
meetaa GmbH;2019-07-24
MetaMate Technologies GmbH;2019-07-24
Peter Park System GmbH;2019-07-24
ringbach GmbH;2019-07-24
upper5 GmbH;2019-07-24
Bertsch Industries GmbH;2019-07-23
Bi & Jo Technology GmbH;2019-07-23
Botanix Gins GmbH;2019-07-23
FLORISTY GmbH;2019-07-23
Ghostchef Germany GmbH;2019-07-23
Location Dude UG (haftungsbeschränkt);2019-07-23
Razor Group GmbH;2019-07-23
Spacecrumb GmbH;2019-07-23
ViNNOVA GmbH;2019-07-23
anybee GmbH;2019-07-22
Condo Group GmbH;2019-07-22
debiturio UG (haftungsbeschränkt);2019-07-22
Martian Operations GmbH;2019-07-22
nexiss GmbH;2019-07-22
Sportision GmbH;2019-07-22
Cloudified Intelligence UG (haftungsbeschränkt);2019-07-19
DeepEyes GmbH;2019-07-19
Osmotic Studios GmbH;2019-07-19
Ottobahn GmbH;2019-07-19
VersX [fokus:versicherungsexzellenz] GmbH;2019-07-19
Wetamin GmbH;2019-07-19
Blackmine GmbH Digital Solutions;2019-07-18
engineME GmbH;2019-07-18
Equine Microtec GmbH;2019-07-18
G-Vision GmbH;2019-07-18
Joonko AG;2019-07-18
LIFT for future GmbH;2019-07-18
Optidash GmbH;2019-07-18
QUANTRON AG;2019-07-18
QubeDot GmbH;2019-07-18
RemoteMore 2 UG (haftungsbeschränkt);2019-07-18
SCHMAUS UG (haftungsbeschränkt);2019-07-18
Solarkiosk Solutions GmbH;2019-07-18
versus GmbH;2019-07-18
BIMtech UG (haftungsbeschränkt);2019-07-17
ChronoFair GmbH;2019-07-17
EnterpriseMindFactory GmbH;2019-07-17
evoach GmbH;2019-07-17
FabuCar GmbH & Co. KG;2019-07-17
Fiplor UG (haftungsbeschränkt);2019-07-17
Panthergrip GmbH;2019-07-17
Advanced Bitcoin Technologies AG;2019-07-16
Augmented Robotics GmbH;2019-07-16
BetaRoom UG (haftungsbeschränkt);2019-07-16
Casana GmbH;2019-07-16
Contexon GmbH;2019-07-16
KIProtect GmbH;2019-07-16
KunVer GmbH;2019-07-16
locarl GmbH;2019-07-16
110 Prozent GmbH;2019-07-15
4 Disc GmbH;2019-07-15
Comico Games UG (haftungsbeschränkt);2019-07-15
Da Vinci Kitchen GmbH;2019-07-15
docu tools GmbH;2019-07-15
GreatestWines.com GmbH;2019-07-15
Hope Applications GmbH;2019-07-15
HyperTwin UG (haftungsbeschränkt);2019-07-15
Kulero GmbH;2019-07-15
Leam GmbH;2019-07-15
Making Oceans Plastic Free GmbH;2019-07-15
Peerox GmbH;2019-07-15
PharmAI GmbH;2019-07-15
TRI Thinking Research Instruments GmbH;2019-07-15
UnitedCrowd GmbH;2019-07-15
VRENDEX GmbH;2019-07-15
2C Dental AG;2019-07-12
8080 Labs GmbH;2019-07-12
Condens Insights GmbH;2019-07-12
converify GmbH;2019-07-12
Emmora GmbH;2019-07-12
FlyPurrz GmbH;2019-07-12
Gimpel together UG (haftungsbeschränkt);2019-07-12
Gorillabox GmbH;2019-07-12
nDimensions Technology GmbH;2019-07-12
Ordio GmbH;2019-07-12
RheinByteSystems GmbH;2019-07-12
SDB-Health GmbH;2019-07-12
Sensorise GmbH;2019-07-12
Visotec GmbH;2019-07-12
ASENETY UG (haftungsbeschränkt);2019-07-11
aventuum GmbH;2019-07-11
Braun Experts GmbH;2019-07-11
Dokedu UG (haftungsbeschränkt);2019-07-11
EngageLabs UG (haftungsbeschränkt);2019-07-11
Nanny's Lounge Deutschland GmbH;2019-07-11
Picteor UG (haftungsbeschränkt);2019-07-11
Bavest Technologies UG (haftungsbeschränkt);2019-07-10
CompanyMind GmbH & Co. KG;2019-07-10
Databook GmbH;2019-07-10
German Slider GmbH;2019-07-10
Gertrud digital GmbH;2019-07-10
Happy MONQ GmbH;2019-07-10
KinetiX Motors GmbH;2019-07-10
Marvel Fusion GmbH;2019-07-10
Vispato GmbH;2019-07-10
KorekTuGo UG (haftungsbeschränkt);2019-07-09
Like This GmbH;2019-07-09
Machine26 GmbH;2019-07-09
mapmind UG (haftungsbeschränkt);2019-07-09
Policy-Insider.AI GmbH;2019-07-09
proceer UG (haftungsbeschränkt);2019-07-09
Tubulis GmbH;2019-07-09
Woost UG (haftungsbeschränkt);2019-07-09
DENUO Network UG (haftungsbeschränkt);2019-07-08
MM Platforms GmbH;2019-07-08
